"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Answer RRs","Protocols in frame","IP_Flags","tcp_Flags","Next sequence number","Sequence number","TCP Segment Len","udp_Length"
"361","66.006940","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"362","66.007015","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"363","66.100177","::","ff02::1:ff00:fa9","ICMPv6","78","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"364","66.100326","fe80::981:b1fd:8de1:811e","ff02::1:ff00:fa9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"365","66.100457","fd2d:ab8c:225::fa9","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"366","66.102222","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"367","66.102306","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"368","66.170793","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff00:3a7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"369","66.239789","fe80::695d:d39c:6fe8:612","ff02::1:ffaf:b9b4","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"370","66.293677","fe80::f106:5909:32ae:f4cb","ff02::1:ffcc:1f02","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"371","66.354921","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffb4:4877","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"372","66.500961","fe80::981:b1fd:8de1:811e","ff02::2","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"373","66.501159","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","148","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","94"
"374","66.501240","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"375","66.502281","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","141","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","87"
"376","66.502367","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"377","66.502439","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"378","66.508626","fe80::4a8:b1f0:5819:1034","ff02::1:ff00:fa9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"379","68.501251","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"380","68.501675","fe80::4a8:b1f0:5819:1034","ff02::1:ff0b:2224","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"381","68.858081","fe80::b504:f453:742b:7a21","ff02::1:ff00:cc7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"382","69.002486","fe80::4a8:b1f0:5819:1034","ff02::1:ff00:fa9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"383","69.164790","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff92:eff9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"384","69.458511","fe80::294d:3ea3:b53c:c77f","ff02::1:ff4b:1942","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"385","69.503311","fe80::4a8:b1f0:5819:1034","ff02::1:ff19:1034","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"386","69.645842","fe80::5440:d617:fa87:1f07","ff02::1:ff87:1f07","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"387","69.859477","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffb4:4877","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"388","69.909521","fe80::5440:d617:fa87:1f07","ff02::1:ff00:f72","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"389","70.096306","fe80::981:b1fd:8de1:811e","ff02::1:ff68:ef0a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"390","70.360356","fe80::b504:f453:742b:7a21","ff02::1:ff2b:7a21","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"391","70.736100","fe80::695d:d39c:6fe8:612","ff02::1:ffe8:612","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"392","70.785992","fe80::7479:68ba:3dc6:1d14","ff02::1:ff00:c04","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"393","71.598525","fe80::981:b1fd:8de1:811e","ff02::1:ffe1:811e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"394","71.668902","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff3e:dd3c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"395","71.697710","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff76:2c5a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"396","72.288026","fe80::7479:68ba:3dc6:1d14","ff02::1:ffb1:5cc9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"397","72.352977","fe80::b504:f453:742b:7a21","ff02::1:ffba:1f64","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"398","72.788513","fe80::7479:68ba:3dc6:1d14","ff02::1:ffc6:1d14","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"399","73.170608","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff00:3a7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"400","73.354838","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffbd:f5d0","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"401","73.534763","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff7f:abb3","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"402","73.700021","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff00:2c6","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"403","74.074738","fe80::f802:c758:21ff:4cef","ff02::1:ff6c:3a78","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"404","74.294988","fe80::f106:5909:32ae:f4cb","ff02::1:ffae:f4cb","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"405","74.465874","fe80::294d:3ea3:b53c:c77f","ff02::1:ff3c:c77f","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"406","74.643348","fe80::5440:d617:fa87:1f07","ff02::1:ff98:fae8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"407","74.910765","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffd5:db1c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"408","74.966307","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:994","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"409","75.066407","fe80::f802:c758:21ff:4cef","ff02::1:ff00:d25","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"410","75.411314","fe80::3d1a:8135:9ed5:db1c","ff02::1:ff00:b30","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"411","75.537834","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff62:aec8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"412","75.742740","fe80::695d:d39c:6fe8:612","ff02::1:ffaf:b9b4","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"413","75.796579","fe80::f106:5909:32ae:f4cb","ff02::1:ffcc:1f02","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"414","76.067884","fe80::f802:c758:21ff:4cef","ff02::1:ffff:4cef","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"415","76.145158","fe80::5440:d617:fa87:1f07","ff02::1:ff00:99e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"416","76.243480","fe80::695d:d39c:6fe8:612","ff02::1:ff00:280","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"417","76.507157","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","146","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","92"
"418","76.508075","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","183","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","129"
"419","76.529357","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff00:f69","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"420","76.694499","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff99:23c8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"421","76.798212","fe80::f106:5909:32ae:f4cb","ff02::1:ff00:76e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"422","76.913676","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffb4:1ef9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"423","77.507245","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","188","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","134"
"424","77.508481","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","215","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","161"
"425","77.510674","fe80::981:b1fd:8de1:811e","ff02::1:ff00:76e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"426","77.512897","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"427","77.513039","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"428","77.596944","::","ff02::1:ff00:76e","ICMPv6","78","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"429","77.597077","fe80::981:b1fd:8de1:811e","ff02::1:ff00:76e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"430","77.597240","fd2d:ab8c:225::76e","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"431","77.598960","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"432","77.599049","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"433","78.008138","fe80::981:b1fd:8de1:811e","ff02::2","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"434","78.008319","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","148","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","94"
"435","78.008395","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"436","78.009457","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","141","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","87"
"437","78.010325","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"438","78.010445","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"439","78.300745","fe80::f106:5909:32ae:f4cb","ff02::1:ff00:76e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"440","80.013248","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"441","80.100483","fe80::981:b1fd:8de1:811e","ff02::1:ffe1:811e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"442","80.535114","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff62:aec8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"443","80.574121","fe80::f802:c758:21ff:4cef","ff02::1:ff00:d25","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"444","81.101975","fe80::981:b1fd:8de1:811e","ff02::1:ff68:ef0a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"445","81.355731","fe80::b504:f453:742b:7a21","ff02::1:ffba:1f64","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"446","81.465580","fe80::294d:3ea3:b53c:c77f","ff02::1:ff4b:1942","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"447","81.499847","fe80::4a8:b1f0:5819:1034","ff02::1:ff19:1034","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"448","81.535948","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff00:f69","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"449","81.791843","fe80::7479:68ba:3dc6:1d14","ff02::1:ffc6:1d14","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"450","81.791912","fe80::7479:68ba:3dc6:1d14","ff02::1:ffb1:5cc9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"451","81.795454","fe80::f106:5909:32ae:f4cb","ff02::1:ffae:f4cb","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"452","81.910546","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffb4:1ef9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"453","82.163801","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff92:eff9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"454","82.538108","fe80::e8ff:97da:2f7f:abb3","ff02::1:ff7f:abb3","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"455","83.203905","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff99:23c8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"456","83.243454","fe80::695d:d39c:6fe8:612","ff02::1:ffe8:612","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"457","83.859914","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffbd:f5d0","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"458","84.069190","fe80::f802:c758:21ff:4cef","ff02::1:ffff:4cef","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"459","84.413964","fe80::3d1a:8135:9ed5:db1c","ff02::1:ffd5:db1c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"460","84.861331","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ffb4:4877","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"461","85.137955","fe80::5440:d617:fa87:1f07","ff02::1:ff87:1f07","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"462","85.168237","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff00:3a7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"463","85.196672","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff76:2c5a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"464","85.506074","fe80::4a8:b1f0:5819:1034","ff02::1:ff00:fa9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"465","85.639003","fe80::5440:d617:fa87:1f07","ff02::1:ff00:99e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"466","85.801484","fe80::f106:5909:32ae:f4cb","ff02::1:ff00:76e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"467","86.238038","fe80::695d:d39c:6fe8:612","ff02::1:ffaf:b9b4","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"468","86.417262","fe80::3d1a:8135:9ed5:db1c","ff02::1:ff00:b30","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"469","86.507501","fe80::4a8:b1f0:5819:1034","ff02::1:ff0b:2224","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"470","86.572690","fe80::f802:c758:21ff:4cef","ff02::1:ff6c:3a78","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"471","86.670501","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff3e:dd3c","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"472","86.738612","fe80::695d:d39c:6fe8:612","ff02::1:ff00:280","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"473","86.788660","fe80::7479:68ba:3dc6:1d14","ff02::1:ff00:c04","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"474","87.223661","fe80::981:b1fd:8de1:811e","ff02::1:3","LLMNR","84","55464","5355","0","eth:ethertype:ipv6:udp:llmnr","","","","","","30"
"475","87.223938","192.168.1.126","224.0.0.252","LLMNR","64","53174","5355","0","eth:ethertype:ip:udp:llmnr","0x00","","","","","30"
"476","87.321307","fe80::981:b1fd:8de1:811e","ff02::1:3","LLMNR","84","55464","5355","0","eth:ethertype:ipv6:udp:llmnr","","","","","","30"
"477","87.321483","192.168.1.126","224.0.0.252","LLMNR","64","53174","5355","0","eth:ethertype:ip:udp:llmnr","0x00","","","","","30"
"478","87.521565","192.168.1.126","192.168.1.255","NBNS","92","137","137","","eth:ethertype:ip:udp:nbns","0x00","","","","","58"
"479","87.641892","fe80::5440:d617:fa87:1f07","ff02::1:ff98:fae8","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"480","87.855046","fe80::b504:f453:742b:7a21","ff02::1:ff00:cc7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"481","88.014333","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","146","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","92"
"482","88.015275","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","183","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","129"
"483","88.200859","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff00:2c6","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"484","88.272370","192.168.1.126","192.168.1.255","NBNS","92","137","137","","eth:ethertype:ip:udp:nbns","0x00","","","","","58"
"485","88.295186","fe80::f106:5909:32ae:f4cb","ff02::1:ffcc:1f02","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"486","88.465965","fe80::294d:3ea3:b53c:c77f","ff02::1:ff3c:c77f","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"487","89.013350","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","188","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","134"
"488","89.015620","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","215","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","161"
"489","89.017902","fe80::981:b1fd:8de1:811e","ff02::1:ff00:c04","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"490","89.022994","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"491","89.023056","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"492","89.023346","192.168.1.126","192.168.1.255","NBNS","92","137","137","","eth:ethertype:ip:udp:nbns","0x00","","","","","58"
"493","89.093917","::","ff02::1:ff00:c04","ICMPv6","78","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"494","89.094043","fe80::981:b1fd:8de1:811e","ff02::1:ff00:c04","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"495","89.094207","fd2d:ab8c:225::c04","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:icmpv6","","","","","",""
"496","89.096086","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"497","89.096155","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"498","89.357167","fe80::b504:f453:742b:7a21","ff02::1:ff2b:7a21","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"499","89.456973","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:994","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"500","89.514232","fe80::981:b1fd:8de1:811e","ff02::2","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"501","89.514371","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"502","89.514453","fe80::981:b1fd:8de1:811e","ff02::1:2","DHCPv6","148","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","94"
"503","89.515643","PcsCompu_9d:05:4d","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"504","89.515705","Giga-Byt_c0:43:92","PcsCompu_9d:05:4d","ARP","42","","","","eth:ethertype:arp","","","","","",""
"505","89.516722","fe80::da58:d7ff:fe00:f72","fe80::981:b1fd:8de1:811e","DHCPv6","141","547","546","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","87"
"506","89.783250","fe80::7479:68ba:3dc6:1d14","ff02::1:ff00:c04","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"507","91.517378","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"508","91.570472","fe80::f802:c758:21ff:4cef","ff02::1:ff6c:3a78","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"509","91.800407","fe80::f106:5909:32ae:f4cb","ff02::1:ff00:76e","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"510","91.861436","fe80::b504:f453:742b:7a21","ff02::1:ffba:1f64","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"511","91.914850","fe80::3d1a:8135:9ed5:db1c","ff02::1:ff00:b30","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"512","92.005609","fe80::4a8:b1f0:5819:1034","ff02::1:ff0b:2224","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"513","92.461912","fe80::294d:3ea3:b53c:c77f","ff02::1:ff00:994","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"514","92.571811","fe80::f802:c758:21ff:4cef","ff02::1:ffff:4cef","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"515","92.737685","fe80::695d:d39c:6fe8:612","ff02::1:ffe8:612","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"516","93.198175","fe80::69b0:5ca7:a676:2c5a","ff02::1:ff76:2c5a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"517","93.507849","fe80::4a8:b1f0:5819:1034","ff02::1:ff00:fa9","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"518","93.854197","fe80::e1ff:dec7:bebd:f5d0","ff02::1:ff00:f69","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"519","94.030051","fe80::3d1a:8135:9ed5:db1c","ff02::1:2","DHCPv6","188","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","134"
"520","94.031689","fe80::3d1a:8135:9ed5:db1c","ff02::2","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"521","94.031754","fe80::da58:d7ff:fe00:f72","ff02::1","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"522","94.035648","PcsCompu_7c:99:f8","Broadcast","ARP","42","","","","eth:ethertype:arp","","","","","",""
"523","94.464411","fe80::294d:3ea3:b53c:c77f","ff02::1:ff3c:c77f","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"524","94.661532","fe80::4c7b:f8cd:4e3e:dd3c","ff02::1:ff00:3a7","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
"525","95.031277","fe80::3d1a:8135:9ed5:db1c","ff02::1:2","DHCPv6","146","546","547","","eth:ethertype:ipv6:udp:dhcpv6","","","","","","92"
"526","95.100075","fe80::981:b1fd:8de1:811e","ff02::1:ff68:ef0a","ICMPv6","86","","","","eth:ethertype:ipv6:ipv6.hopopts:icmpv6","","","","","",""
