FlowNo.,Answer RRs,BytesEx,Destination,Destination Port,Duration,FPL,IP_Flags,Length,Next sequence number,No.,NumPackets,Protocol,Protocols in frame,SameLenPktRatio,Sequence number,Source,Source Port,StdDevLen,IAT,isNull,NPEx,reconnects,APL,BitsPerSec,AvgPktPerSec,udp_Length,tcp_Flags,Time,TCP Segment Len,IOPR,NumForward,label
1050,,226,91.220.62.30,443,0.0,113.0,0x40,54,9.0,24173,2,TCP,eth:ethertype:ip:tcp,1.0,9.0,192.168.1.116,49578,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,20830.3,0.0,1.0,1,1
805,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,12707,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49497,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,10534.7,6.0,-1.0,0,1
1255,0.0,336,fd2d:ab8c:225::1,53,0.44,101.0,,101,,3590,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,54601,67.0,0.0,0,0,1,168.0,6109.09,4.54545,47.0,0,3001.13,,1.0,1,1
252,,340,192.168.1.116,49327,20.01,58.0,0x40,54,1.0,5914,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,204.95.99.221,443,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,16,4926.46,0.0,1.0,3,1
839,,395,91.220.62.30,443,20.0,57.0,0x40,62,1.0,14920,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49508,3.53986,0.0,0,0,3,56.4286,158.0,0.35,,2,12019.7,0.0,1.33333,3,1
357,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,8740,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49406,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,7130.87,6.0,-1.0,0,1
1174,0.0,336,fd2d:ab8c:225::1,53,0.08,101.0,,101,,8232,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,49765,67.0,0.0,0,0,1,168.0,33600.0,25.0,47.0,0,6729.61,,1.0,1,1
668,,348,91.220.62.30,443,20.0,60.0,0x40,66,1.0,2267,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49213,5.65685,0.0,0,0,3,58.0,139.2,0.3,,2,1808.81,0.0,1.0,3,1
346,,226,192.168.1.116,49400,0.0,113.0,0x40,172,119.0,8653,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,7050.31,118.0,1.0,1,1
1137,,226,192.168.1.116,49607,0.0,113.0,0x40,172,119.0,28165,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,24747.6,118.0,1.0,1,1
328,,226,204.95.99.221,443,0.0,113.0,0x40,54,9.0,8164,2,TCP,eth:ethertype:ip:tcp,1.0,9.0,192.168.1.116,49387,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,6679.49,0.0,1.0,1,1
780,,226,192.168.1.116,49464,0.0,113.0,0x40,172,119.0,10684,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,8854.67,118.0,1.0,1,1
22,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,640,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49162,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,376.179,6.0,-1.0,0,1
642,,226,192.168.1.116,49158,0.001,172.0,0x40,172,119.0,559,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,1808000.0,2000.0,,24,326.053,118.0,1.0,1,1
664,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,2257,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49212,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,1788.8,6.0,-1.0,0,1
686,,340,192.168.1.116,49253,20.01,58.0,0x40,54,1.0,3479,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,91.220.62.30,443,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,16,2920.8,0.0,1.0,3,1
562,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,8266,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49392,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,6759.46,0.0,2.0,1,1
507,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,3370,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49250,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,2831.62,0.0,2.0,1,1
1025,,403,192.168.1.116,49570,20.0,58.3333,0x40,54,1.0,23326,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,91.220.62.30,443,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,16,19802.6,0.0,1.33333,3,1
1305,0.0,196,fd2d:ab8c:225::1,53,0.04,90.0,,90,,5801,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,57431,8.0,0.0,0,0,1,98.0,39200.0,50.0,36.0,0,4865.77,,1.0,1,1
420,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,10366,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49455,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,8534.05,6.0,-1.0,0,1
182,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,4327,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49281,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,3693.4,6.0,-1.0,0,1
373,,340,204.95.99.221,443,20.01,58.0,0x40,62,1.0,9141,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49418,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,2,7471.7,0.0,1.0,3,1
1448,,1004,ff02::1:2,547,13.8,188.0,,188,,31279,6,DHCPv6,eth:ethertype:ipv6:udp:dhcpv6,0.5,,fe80::4a8:b1f0:5819:1034,546,20.6774,0.0,0,0,5,167.333,582.029,0.434783,134.0,0,28499.0,,-1.0,0,1
161,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,3681,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49261,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,3071.82,6.0,-1.0,0,1
1348,0.0,196,fd2d:ab8c:225::1,53,0.04,90.0,,90,,3452,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,60087,8.0,0.0,0,0,1,98.0,39200.0,50.0,36.0,0,2901.71,,1.0,1,1
1113,,226,192.168.1.116,49599,0.0,113.0,0x40,172,119.0,27223,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,23550.0,118.0,1.0,1,1
726,,226,192.168.1.116,49345,0.0,113.0,0x40,172,119.0,6790,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,5517.25,118.0,1.0,1,1
969,,226,192.168.1.116,49551,0.0,113.0,0x40,172,119.0,21041,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,17333.5,118.0,1.0,1,1
470,,226,192.168.1.116,49487,0.0,113.0,0x40,172,119.0,11505,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,9408.11,118.0,1.0,1,1
715,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,5716,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49319,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,4775.78,6.0,-1.0,0,1
52,,190,204.95.99.221,443,0.0,95.0,0x40,130,83.0,1157,2,SSL,eth:ethertype:ip:tcp:tls,1.0,7.0,192.168.1.116,49181,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,847.006,76.0,-1.0,0,1
413,,226,192.168.1.116,49446,0.0,113.0,0x40,172,119.0,10031,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,8263.58,118.0,1.0,1,1
889,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,18161,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49525,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,14050.7,6.0,-1.0,0,1
1197,0.0,196,fd2d:ab8c:225::1,53,0.12,90.0,,90,,3646,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,51328,8.0,0.0,0,0,1,98.0,13066.7,16.6667,36.0,0,3042.0,,1.0,1,1
190,,226,192.168.1.116,49283,0.0,113.0,0x40,172,119.0,4440,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,3763.62,118.0,1.0,1,1
1426,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,10644,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,64631,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,8794.43,,1.0,1,1
558,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,7845,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49380,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,6408.62,0.0,2.0,1,1
1267,0.0,332,fd2d:ab8c:225::1,53,0.05,99.0,,99,,5886,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,55208,67.0,0.0,0,0,1,166.0,53120.0,40.0,45.0,0,4906.4,,1.0,1,1
500,,186,216.58.201.78,80,0.0,60.0,0x40,66,1.0,2863,3,TCP,eth:ethertype:ip:tcp,0.666667,0.0,192.168.1.116,49235,5.65685,0.0,0,0,1,62.0,0.0,0.0,,2,2340.62,0.0,2.0,1,1
992,,348,91.220.62.30,443,20.0,60.0,0x40,66,1.0,22092,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49559,5.65685,0.0,0,0,3,58.0,139.2,0.3,,2,18316.4,0.0,1.0,3,1
1108,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,27198,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49598,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,23509.7,6.0,-1.0,0,1
1319,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,6710,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,58235,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,5426.6,,1.0,1,1
630,,7820,239.255.255.250,3702,3483.2,1032.0,0x00,1032,,13067,8,UDP,eth:ethertype:ip:udp:data,0.25,,192.168.1.137,57385,94.3968,0.0,0,0,7,977.5,17.9605,0.00229674,998.0,0,10863.2,,-1.0,0,1
1405,0.0,196,fd2d:ab8c:225::1,53,0.07,90.0,,90,,7477,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,63340,8.0,0.0,0,0,1,98.0,22400.0,28.5714,36.0,0,6057.76,,1.0,1,1
603,0.0,174,224.0.0.251,5353,3600.1,87.0,0x40,87,,23013,2,MDNS,eth:ethertype:ip:udp:mdns,0.5,,192.168.1.2,5353,0.0,0.0,0,0,1,87.0,0.386656,0.00055554,53.0,0,19420.9,,-1.0,0,1
1192,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,5205,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,50997,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,4374.9,,1.0,1,1
1447,,1004,ff02::1:2,547,13.51,188.0,,188,,8404,6,DHCPv6,eth:ethertype:ipv6:udp:dhcpv6,0.5,,fe80::4a8:b1f0:5819:1034,546,20.6774,0.0,0,0,5,167.333,594.523,0.444115,134.0,0,6885.35,,-1.0,0,1
1430,1.0,336,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,64862,0.0,168.0,,235,,6937,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225::1,53,67.0,0.0,0,0,1,168.0,0.0,0.0,181.0,0,5617.4,,1.0,1,1
406,,403,192.168.1.116,49443,20.0,58.3333,0x40,54,1.0,9968,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,204.95.99.221,443,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,16,8193.38,0.0,1.33333,3,1
418,,403,204.95.99.221,443,20.0,58.3333,0x40,66,1.0,10292,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49454,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,2,8514.04,0.0,1.33333,3,1
833,,403,91.220.62.30,443,20.1,58.3333,0x40,66,1.0,14621,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49506,5.34141,0.0,0,0,3,57.5714,160.398,0.348259,,2,11769.1,0.0,1.33333,3,1
1287,0.0,196,fd2d:ab8c:225::1,53,0.0,98.0,,90,,5922,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,56101,8.0,0.0,0,0,1,98.0,0.0,0.0,36.0,0,4935.9,,1.0,1,1
855,,226,192.168.1.116,49513,0.0,113.0,0x40,172,119.0,15725,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,12562.5,118.0,1.0,1,1
941,,403,192.168.1.116,49542,20.0,58.3333,0x40,54,1.0,20180,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,91.220.62.30,443,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,16,16290.5,0.0,1.33333,3,1
348,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,8660,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49402,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,7050.47,6.0,-1.0,0,1
1262,0.0,332,fd2d:ab8c:225::1,53,0.0,166.0,,99,,5908,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,54737,67.0,0.0,0,0,1,166.0,0.0,0.0,45.0,0,4926.46,,1.0,1,1
629,,4581,239.255.255.250,1900,2335.5,175.0,0x00,175,,13111,27,SSDP,eth:ethertype:ip:udp:ssdp,0.111111,,192.168.1.137,61514,4.48867,0.0,0,0,26,169.667,15.6917,0.0115607,141.0,0,10864.2,,-1.0,0,1
905,,403,192.168.1.116,49530,20.0,58.3333,0x40,66,1.0,18886,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,91.220.62.30,443,5.34141,0.0,0,0,3,57.5714,161.2,0.35,,18,14783.6,0.0,1.33333,3,1
1002,,226,192.168.1.116,49562,0.0,113.0,0x40,172,119.0,22506,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,18818.0,118.0,1.0,1,1
450,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,10885,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49474,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,9005.2,6.0,-1.0,0,1
957,,226,192.168.1.116,49547,0.0,113.0,0x40,172,119.0,20622,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,16832.5,118.0,1.0,1,1
641,,403,91.220.62.30,443,20.002,66.0,0x40,66,1.0,523,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49158,5.34141,0.0,0,0,3,57.5714,161.184,0.349965,,2,306.051,0.0,1.33333,3,1
1007,,395,91.220.62.30,443,20.0,57.0,0x40,62,1.0,22693,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49564,3.53986,0.0,0,0,3,56.4286,158.0,0.35,,2,19048.5,0.0,1.33333,3,1
115,,60,204.95.99.221,443,0.0,60.0,0x40,60,7.0,2777,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49230,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,2259.68,6.0,-1.0,0,1
1344,0.0,332,fd2d:ab8c:225::1,53,0.12,99.0,,99,,4463,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,59885,67.0,0.0,0,0,1,166.0,22133.3,16.6667,45.0,0,3793.64,,1.0,1,1
1032,,226,192.168.1.116,49572,0.0,113.0,0x40,172,119.0,23551,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,20074.3,118.0,1.0,1,1
1067,,395,91.220.62.30,443,20.2,58.0,0x40,62,1.0,25118,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49584,3.53986,0.0,0,0,3,56.4286,156.436,0.346535,,2,21592.8,0.0,1.33333,3,1
84,,226,192.168.1.116,49205,0.0,113.0,0x40,172,119.0,2024,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,1558.51,118.0,1.0,1,1
962,,340,91.220.62.30,443,20.0,58.0,0x40,62,1.0,20815,6,TCP,eth:ethertype:ip:tcp,0.333333,0.0,192.168.1.116,49549,3.77124,0.0,0,0,3,56.6667,136.0,0.3,,2,17063.0,0.0,1.0,3,1
57,,226,192.168.1.116,49188,0.0,113.0,0x40,172,119.0,1385,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,1117.38,118.0,1.0,1,1
1406,0.0,336,fd2d:ab8c:225::1,53,0.001,101.0,,101,,1069,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,63367,67.0,0.0,0,0,1,168.0,2688000.0,2000.0,47.0,0,796.922,,1.0,1,1
1099,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,26683,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49595,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,22972.8,6.0,-1.0,0,1
1135,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,28106,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49607,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,24727.0,6.0,-1.0,0,1
298,,226,204.95.99.221,443,0.0,113.0,0x40,54,9.0,7372,2,TCP,eth:ethertype:ip:tcp,1.0,9.0,192.168.1.116,49363,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,5988.08,0.0,1.0,1,1
1362,0.0,196,fd2d:ab8c:225::1,53,0.04,90.0,,90,,4421,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,60880,8.0,0.0,0,0,1,98.0,39200.0,50.0,36.0,0,3743.79,,1.0,1,1
1015,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,22924,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49567,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,19319.7,6.0,-1.0,0,1
76,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,1971,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49202,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,1488.42,6.0,-1.0,0,1
249,,403,204.95.99.221,443,20.01,58.3333,0x40,66,1.0,5889,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,192.168.1.116,49326,5.34141,0.0,0,0,3,57.5714,161.119,0.349825,,2,4906.45,0.0,1.33333,3,1
1243,0.0,342,fd2d:ab8c:225::1,53,0.11,104.0,,104,,1903,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,53900,67.0,0.0,0,0,1,171.0,24872.7,18.1818,50.0,0,1468.3,,1.0,1,1
721,,190,91.220.62.30,443,0.01,60.0,0x40,60,7.0,6148,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49333,35.0,0.0,0,0,0,95.0,152000.0,200.0,,24,5146.73,6.0,-1.0,0,1
1175,0.0,196,fd2d:ab8c:225::1,53,0.04,90.0,,90,,1421,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,49941,8.0,0.0,0,0,1,98.0,39200.0,50.0,36.0,0,1148.33,,1.0,1,1
1193,1.0,332,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,51036,0.01,99.0,,233,,6439,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225::1,53,67.0,0.01,0,0,1,166.0,265600.0,200.0,179.0,0,5276.91,,1.0,1,1
466,,403,192.168.1.116,49486,20.01,58.3333,0x40,54,1.0,11369,7,TCP,eth:ethertype:ip:tcp,0.428571,1.0,204.95.99.221,443,5.34141,0.0,0,0,3,57.5714,161.119,0.349825,,16,9367.93,0.0,1.33333,3,1
870,,226,192.168.1.116,49518,0.0,113.0,0x40,172,119.0,17197,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,13297.4,118.0,1.0,1,1
1129,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,27892,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49605,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,24415.8,6.0,-1.0,0,1
1439,0.0,342,fd2d:ab8c:225::1,53,0.14,104.0,,104,,7682,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,65342,67.0,0.0,0,0,1,171.0,19542.9,14.2857,50.0,0,6288.64,,1.0,1,1
1131,,226,91.220.62.30,443,0.0,113.0,0x40,54,84.0,27902,2,TCP,eth:ethertype:ip:tcp,1.0,84.0,192.168.1.116,49605,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,24435.9,0.0,1.0,1,1
785,,403,192.168.1.116,49477,20.01,58.3333,0x40,66,1.0,11075,7,TCP,eth:ethertype:ip:tcp,0.428571,0.0,91.220.62.30,443,5.34141,0.0,0,0,3,57.5714,161.119,0.349825,,18,9205.48,0.0,1.33333,3,1
720,,226,192.168.1.116,49331,0.0,113.0,0x40,172,119.0,6145,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,5146.73,118.0,1.0,1,1
1059,,226,192.168.1.116,49581,0.0,113.0,0x40,172,119.0,24485,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,21103.5,118.0,1.0,1,1
705,,226,192.168.1.116,49293,0.0,113.0,0x40,172,119.0,4732,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,4054.07,118.0,1.0,1,1
692,,348,192.168.1.116,49266,20.01,60.0,0x40,54,1.0,3897,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,91.220.62.30,443,5.65685,0.0,0,0,3,58.0,139.13,0.29985,,16,3292.1,0.0,1.0,3,1
1424,0.0,342,fd2d:ab8c:225::1,53,0.0,171.0,,104,,10718,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,64543,67.0,0.0,0,0,1,171.0,0.0,0.0,50.0,0,8884.71,,1.0,1,1
1425,0.0,196,fd2d:ab8c:225::1,53,0.05,90.0,,90,,5728,2,DNS,eth:ethertype:ipv6:udp:dns,1.0,,fd2d:ab8c:225:0:d165:fe2f:b6b4:4877,64563,8.0,0.0,0,0,1,98.0,31360.0,40.0,36.0,0,4795.63,,1.0,1,1
215,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,4903,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49301,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,4184.67,6.0,-1.0,0,1
649,,190,91.220.62.30,443,0.0,95.0,0x40,60,7.0,940,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49173,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,696.716,6.0,-1.0,0,1
1005,,226,192.168.1.116,49563,0.0,113.0,0x40,172,119.0,22519,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,18838.0,118.0,1.0,1,1
329,,190,204.95.99.221,443,0.0,95.0,0x40,60,7.0,8170,2,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49388,35.0,0.0,0,0,0,95.0,0.0,0.0,,24,6679.49,6.0,-1.0,0,1
940,,60,91.220.62.30,443,0.0,60.0,0x40,60,7.0,20177,1,SSL,eth:ethertype:ip:tcp:tls,1.0,1.0,192.168.1.116,49542,0.0,0.0,0,0,0,60.0,0.0,0.0,,24,16290.5,6.0,-1.0,0,1
1480,0.0,168,ff02::1:3,5355,0.1,84.0,,84,,16034,2,LLMNR,eth:ethertype:ipv6:udp:llmnr,0.5,,fe80::dcd7:c07a:b437:d5ae,51954,0.0,0.0,0,0,1,84.0,13440.0,20.0,30.0,0,12633.3,,-1.0,0,1
783,,226,192.168.1.116,49465,0.0,113.0,0x40,172,119.0,10708,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,91.220.62.30,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,8874.67,118.0,1.0,1,1
232,,226,192.168.1.116,49313,0.0,113.0,0x40,172,119.0,5479,2,TCP,eth:ethertype:ip:tcp,1.0,1.0,204.95.99.221,443,59.0,0.0,0,0,0,113.0,0.0,0.0,,24,4555.5,118.0,1.0,1,1
431,,226,204.95.99.221,443,0.0,113.0,0x40,54,9.0,10467,2,TCP,eth:ethertype:ip:tcp,1.0,9.0,192.168.1.116,49459,59.0,0.0,0,0,0,113.0,0.0,0.0,,20,8634.37,0.0,1.0,1,1
162,,340,204.95.99.221,443,20.01,58.0,0x40,54,1.0,3680,6,TCP,eth:ethertype:ip:tcp,0.333333,1.0,192.168.1.116,49261,3.77124,0.0,0,0,3,56.6667,135.932,0.29985,,16,3071.82,0.0,1.0,3,1
